Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YPR135W	YGR229C	CTF4	SMI1	Synthetic Lethality	Tong AH et al	14764870
YGR229C	YPR135W	SMI1	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YHR013C	CTF4	ARD1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YHR031C	CTF4	RRM3	Synthetic Lethality	Tong AH et al	14764870
YHR031C	YPR135W	RRM3	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YHR191C	CTF4	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPR135W	CTF8	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YHR200W	CTF4	RPN10	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJL013C	CTF4	MAD3	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJL030W	CTF4	MAD2	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YPR135W	MAD2	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJL092W	CTF4	HPR5	Synthetic Lethality	Tong AH et al	14764870
YJL092W	YPR135W	HPR5	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJR043C	CTF4	POL32	Synthetic Lethality	Tong AH et al	14764870
YJR043C	YPR135W	POL32	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJR104C	CTF4	SOD1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJR135C	CTF4	MCM22	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YJR145C	CTF4	RPS4A	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YKL101W	CTF4	HSL1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR032W	CTF4	RAD5	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR085C	CTF4	ARP6	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR150W	CTF4	STM1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR234W	CTF4	TOP3	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR235C	CTF4	YLR235C	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR268W	CTF4	SEC22	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YLR381W	CTF4	CTF3	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YML028W	CTF4	TSA1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YML032C	CTF4	RAD52	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YML094W	CTF4	GIM5	Synthetic Lethality	Tong AH et al	14764870
YML094W	YPR135W	GIM5	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR038C	CTF4	CCS1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR048W	CTF4	CSM3	Synthetic Lethality	Tong AH et al	14764870
YMR048W	YPR135W	CSM3	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR055C	CTF4	BUB2	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR078C	CTF4	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPR135W	CTF18	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR190C	CTF4	SGS1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YMR224C	CTF4	MRE11	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL153C	CTF4	GIM3	Synthetic Lethality	Tong AH et al	14764870
YNL153C	YPR135W	GIM3	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL250W	CTF4	RAD50	Synthetic Lethality	Tong AH et al	14764870
YNL250W	YPR135W	RAD50	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL273W	CTF4	TOF1	Synthetic Lethality	Tong AH et al	14764870
YNL273W	YPR135W	TOF1	CTF4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL291C	CTF4	MID1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL298W	CTF4	CLA4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNL307C	CTF4	MCK1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YNR051C	CTF4	BRE5	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YOL012C	CTF4	HTZ1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YOR014W	CTF4	RTS1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YOR026W	CTF4	BUB3	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YOR144C	CTF4	ELG1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YOR195W	CTF4	SLK19	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL017C	CTF4	YPL017C	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL018W	CTF4	CTF19	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL024W	CTF4	NCE4	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL055C	CTF4	LGE1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL057C	CTF4	SUR1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL144W	CTF4	YPL144W	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL194W	CTF4	DDC1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPL253C	CTF4	VIK1	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPR015C	CTF4	YPR015C	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPR018W	CTF4	RLF2	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPR046W	CTF4	MCM16	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPR119W	CTF4	CLB2	Synthetic Lethality	Tong AH et al	14764870
YPR135W	YPR120C	CTF4	CLB5	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YCL061C	CTF8	MRC1	Synthetic Lethality	Tong AH et al	14764870
YCL061C	YHR191C	MRC1	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YDR004W	CTF8	RAD57	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YDR076W	CTF8	RAD55	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YDR217C	CTF8	RAD9	Synthetic Lethality	Tong AH et al	14764870
YDR217C	YHR191C	RAD9	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YDR225W	CTF8	HTA1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YDR335W	CTF8	MSN5	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YEL003W	CTF8	GIM4	Synthetic Lethality	Tong AH et al	14764870
YEL003W	YHR191C	GIM4	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YEL061C	CTF8	CIN8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YER116C	CTF8	SLX8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YFR036W	CTF8	CDC26	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL066W	CTF8	SGF73	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL086W	CTF8	MAD1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL127C	CTF8	SOH1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL163C	CTF8	RAD54	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL167C	CTF8	PMR1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL168W	CTF8	HUR1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL173C	CTF8	KEM1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGL244W	CTF8	RTF1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGR078C	CTF8	PAC10	Synthetic Lethality	Tong AH et al	14764870
YGR078C	YHR191C	PAC10	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGR184C	CTF8	UBR1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YGR229C	CTF8	SMI1	Synthetic Lethality	Tong AH et al	14764870
YGR229C	YHR191C	SMI1	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YHR031C	CTF8	RRM3	Synthetic Lethality	Tong AH et al	14764870
YHR031C	YHR191C	RRM3	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YJL030W	CTF8	MAD2	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YHR191C	MAD2	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YJL092W	CTF8	HPR5	Synthetic Lethality	Tong AH et al	14764870
YJL092W	YHR191C	HPR5	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YLR032W	CTF8	RAD5	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YLR085C	CTF8	ARP6	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YLR234W	CTF8	TOP3	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YLR235C	CTF8	YLR235C	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YML032C	CTF8	RAD52	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YML094W	CTF8	GIM5	Synthetic Lethality	Tong AH et al	14764870
YML094W	YHR191C	GIM5	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YMR038C	CTF8	CCS1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YMR048W	CTF8	CSM3	Synthetic Lethality	Tong AH et al	14764870
YMR048W	YHR191C	CSM3	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YMR055C	CTF8	BUB2	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YNL153C	CTF8	GIM3	Synthetic Lethality	Tong AH et al	14764870
YNL153C	YHR191C	GIM3	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YNL250W	CTF8	RAD50	Synthetic Lethality	Tong AH et al	14764870
YNL250W	YHR191C	RAD50	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YNL273W	CTF8	TOF1	Synthetic Lethality	Tong AH et al	14764870
YNL273W	YHR191C	TOF1	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YNL298W	CTF8	CLA4	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YOL012C	CTF8	HTZ1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YOR058C	CTF8	ASE1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YOR195W	CTF8	SLK19	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YOR368W	CTF8	RAD17	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPL008W	CTF8	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YHR191C	CHL1	CTF8	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPL055C	CTF8	LGE1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPL194W	CTF8	DDC1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPL253C	CTF8	VIK1	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPR045C	CTF8	YPR045C	Synthetic Lethality	Tong AH et al	14764870
YHR191C	YPR119W	CTF8	CLB2	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YAL024C	CTF18	LTE1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YAR002W	CTF18	NUP60	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YBR057C	CTF18	MUM2	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YBR082C	CTF18	UBC4	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YBR122C	CTF18	MRPL36	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YCL061C	CTF18	MRC1	Synthetic Lethality	Tong AH et al	14764870
YCL061C	YMR078C	MRC1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YDR004W	CTF18	RAD57	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YDR076W	CTF18	RAD55	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YDR217C	CTF18	RAD9	Synthetic Lethality	Tong AH et al	14764870
YDR217C	YMR078C	RAD9	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YEL003W	CTF18	GIM4	Synthetic Lethality	Tong AH et al	14764870
YEL003W	YMR078C	GIM4	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YEL037C	CTF18	RAD23	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YER095W	CTF18	RAD51	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YER116C	CTF18	SLX8	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YER173W	CTF18	RAD24	Synthetic Lethality	Tong AH et al	14764870
YER173W	YMR078C	RAD24	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YFR036W	CTF18	CDC26	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGL086W	CTF18	MAD1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGL127C	CTF18	SOH1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGL163C	CTF18	RAD54	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGL217C	CTF18	YGL217C	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGR078C	CTF18	PAC10	Synthetic Lethality	Tong AH et al	14764870
YGR078C	YMR078C	PAC10	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YGR188C	CTF18	BUB1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YJL013C	CTF18	MAD3	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YJL030W	CTF18	MAD2	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YJL092W	CTF18	HPR5	Synthetic Lethality	Tong AH et al	14764870
YJL092W	YMR078C	HPR5	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YJR043C	CTF18	POL32	Synthetic Lethality	Tong AH et al	14764870
YJR043C	YMR078C	POL32	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YJR145C	CTF18	RPS4A	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YKL048C	CTF18	ELM1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YKL101W	CTF18	HSL1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YLR032W	CTF18	RAD5	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YLR085C	CTF18	ARP6	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YLR234W	CTF18	TOP3	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YLR261C	CTF18	VPS63	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YML032C	CTF18	RAD52	Synthetic Lethality	Tong AH et al	14764870
YML032C	YMR078C	RAD52	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YML094W	CTF18	GIM5	Synthetic Lethality	Tong AH et al	14764870
YML094W	YMR078C	GIM5	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YMR038C	CTF18	CCS1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YMR048W	CTF18	CSM3	Synthetic Lethality	Tong AH et al	14764870
YMR048W	YMR078C	CSM3	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YMR198W	CTF18	CIK1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YMR224C	CTF18	MRE11	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YNL153C	CTF18	GIM3	Synthetic Lethality	Tong AH et al	14764870
YNL153C	YMR078C	GIM3	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YNL250W	CTF18	RAD50	Synthetic Lethality	Tong AH et al	14764870
YNL250W	YMR078C	RAD50	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YNL273W	CTF18	TOF1	Synthetic Lethality	Tong AH et al	14764870
YNL273W	YMR078C	TOF1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YNL298W	CTF18	CLA4	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YNL307C	CTF18	MCK1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YOL012C	CTF18	HTZ1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YOR026W	CTF18	BUB3	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YOR195W	CTF18	SLK19	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YOR349W	CTF18	CIN1	Synthetic Lethality	Tong AH et al	14764870
YOR349W	YMR078C	CIN1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPL008W	CTF18	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YMR078C	CHL1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPL194W	CTF18	DDC1	Synthetic Lethality	Tong AH et al	14764870
YPL194W	YMR078C	DDC1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPL205C	CTF18	YPL205C	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPL253C	CTF18	VIK1	Synthetic Lethality	Tong AH et al	14764870
YMR078C	YPR119W	CTF18	CLB2	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YAL024C	DCC1	LTE1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YAR002W	DCC1	NUP60	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YBR231C	DCC1	SWC5	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YCL061C	DCC1	MRC1	Synthetic Lethality	Tong AH et al	14764870
YCL061C	YCL016C	MRC1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YDL013W	DCC1	HEX3	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YDL020C	DCC1	RPN4	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YDR004W	DCC1	RAD57	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YDR207C	DCC1	UME6	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YDR217C	DCC1	RAD9	Synthetic Lethality	Tong AH et al	14764870
YDR217C	YCL016C	RAD9	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YEL037C	DCC1	RAD23	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YER007W	DCC1	PAC2	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YER019W	DCC1	ISC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YER095W	DCC1	RAD51	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YER164W	DCC1	CHD1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGL066W	DCC1	SGF73	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGL086W	DCC1	MAD1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGL163C	DCC1	RAD54	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGL173C	DCC1	KEM1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGL244W	DCC1	RTF1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGR184C	DCC1	UBR1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YGR188C	DCC1	BUB1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YHR031C	DCC1	RRM3	Synthetic Lethality	Tong AH et al	14764870
YHR031C	YCL016C	RRM3	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YHR200W	DCC1	RPN10	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YJL013C	DCC1	MAD3	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YJL030W	DCC1	MAD2	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YJL092W	DCC1	HPR5	Synthetic Lethality	Tong AH et al	14764870
YJL092W	YCL016C	HPR5	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YJR043C	DCC1	POL32	Synthetic Lethality	Tong AH et al	14764870
YJR043C	YCL016C	POL32	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YJR145C	DCC1	RPS4A	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YKL101W	DCC1	HSL1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YKL113C	DCC1	RAD27	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YLR235C	DCC1	YLR235C	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YML028W	DCC1	TSA1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YML032C	DCC1	RAD52	Synthetic Lethality	Tong AH et al	14764870
YML032C	YCL016C	RAD52	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YML094W	DCC1	GIM5	Synthetic Lethality	Tong AH et al	14764870
YML094W	YCL016C	GIM5	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR038C	DCC1	CCS1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR048W	DCC1	CSM3	Synthetic Lethality	Tong AH et al	14764870
YMR048W	YCL016C	CSM3	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR179W	DCC1	SPT21	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR190C	DCC1	SGS1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR198W	DCC1	CIK1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YMR224C	DCC1	MRE11	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YNL153C	DCC1	GIM3	Synthetic Lethality	Tong AH et al	14764870
YNL153C	YCL016C	GIM3	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YNL206C	DCC1	RTT106	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YNL250W	DCC1	RAD50	Synthetic Lethality	Tong AH et al	14764870
YNL250W	YCL016C	RAD50	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YNL273W	DCC1	TOF1	Synthetic Lethality	Tong AH et al	14764870
YNL273W	YCL016C	TOF1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YNL298W	DCC1	CLA4	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YOL012C	DCC1	HTZ1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YOR195W	DCC1	SLK19	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YOR349W	DCC1	CIN1	Synthetic Lethality	Tong AH et al	14764870
YOR349W	YCL016C	CIN1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPL008W	DCC1	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YCL016C	CHL1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPL194W	DCC1	DDC1	Synthetic Lethality	Tong AH et al	14764870
YPL194W	YCL016C	DDC1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPL241C	DCC1	CIN2	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPR036W	DCC1	VMA13	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPR119W	DCC1	CLB2	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPR120C	DCC1	CLB5	Synthetic Lethality	Tong AH et al	14764870
YCL016C	YPR141C	DCC1	KAR3	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YCL016C	MCD1	DCC1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YCL061C	MCD1	MRC1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YDR254W	MCD1	CHL4	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YDR318W	MCD1	MCM21	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YEL061C	MCD1	CIN8	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YER016W	MCD1	BIM1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YGL250W	MCD1	YGL250W	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YGR188C	MCD1	BUB1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YHR191C	MCD1	CTF8	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YJR135C	MCD1	MCM22	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YLR381W	MCD1	CTF3	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YML094W	MCD1	GIM5	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YMR048W	MCD1	CSM3	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YMR078C	MCD1	CTF18	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YNL153C	MCD1	GIM3	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YNL273W	MCD1	TOF1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YOR026W	MCD1	BUB3	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPL008W	MCD1	CHL1	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPL017C	MCD1	YPL017C	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPL018W	MCD1	CTF19	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPR046W	MCD1	MCM16	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPR135W	MCD1	CTF4	Synthetic Lethality	Tong AH et al	14764870
YDL003W	YPR141C	MCD1	KAR3	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YCL061C	CHL1	MRC1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YDR014W	CHL1	RAD61	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YDR254W	CHL1	CHL4	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YDR318W	CHL1	MCM21	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YGL086W	CHL1	MAD1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YGR188C	CHL1	BUB1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YJL013C	CHL1	MAD3	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YJL030W	CHL1	MAD2	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YPL008W	MAD2	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YJL092W	CHL1	HPR5	Synthetic Lethality	Tong AH et al	14764870
YJL092W	YPL008W	HPR5	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YJR135C	CHL1	MCM22	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YKL113C	CHL1	RAD27	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YLR200W	CHL1	YKE2	Synthetic Lethality	Tong AH et al	14764870
YLR200W	YPL008W	YKE2	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YLR315W	CHL1	NKP2	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YLR381W	CHL1	CTF3	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YML094W	CHL1	GIM5	Synthetic Lethality	Tong AH et al	14764870
YML094W	YPL008W	GIM5	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YNL153C	CHL1	GIM3	Synthetic Lethality	Tong AH et al	14764870
YNL153C	YPL008W	GIM3	CHL1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YOR014W	CHL1	RTS1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YOR144C	CHL1	ELG1	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YPL018W	CHL1	CTF19	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YPR046W	CHL1	MCM16	Synthetic Lethality	Tong AH et al	14764870
YPL008W	YPR119W	CHL1	CLB2	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YBR107C	MAD2	IML3	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YBR194W	MAD2	SOY1	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YCR065W	MAD2	HCM1	Synthetic Lethality	Tong AH et al	14764870
YJL030W	YDR254W	MAD2	CHL4	Synthetic Lethality	Tong AH et al	14764870
