Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YER179W	YBR186W	DMC1	PCH2	Synthetic Rescue	San-Segundo PA et al	10319812
YDR285W	YBR186W	ZIP1	PCH2	Synthetic Rescue	San-Segundo PA et al	10319812
YGL249W	YBR186W	ZIP2	PCH2	Synthetic Rescue	San-Segundo PA et al	10319812
YMR079W	YGR202C	SEC14	PCT1	Synthetic Rescue	Li X et al	11916983
YNL098C	YGL248W	RAS2	PDE1	Synthetic Rescue	Uno I et al	6300049
YDR457W	YHR064C	TOM1	SSZ1	Synthetic Rescue	Michimoto T et al	11054575
YBR136W	YHR064C	MEC1	SSZ1	Synthetic Rescue	Desany BA et al	9744871
YPL153C	YHR064C	RAD53	SSZ1	Synthetic Rescue	Desany BA et al	9744871
YFL009W	YDR113C	CDC4	PDS1	Synthetic Rescue	Goh PY et al	10409741
YGL116W	YDR113C	CDC20	PDS1	Synthetic Rescue	Shirayama M et al	9482731
YLR127C	YDR113C	APC2	PDS1	Synthetic Rescue	Kramer KM et al	9430641
YKR002W	YOR207C	PAP1	RET1	Synthetic Rescue	Briggs MW et al	8807289
YLR039C	YPL154C	RIC1	PEP4	Synthetic Rescue	Bensen ES et al	11160819
Q0250	YMR257C	COX2	PET111	Synthetic Rescue	Mulero JJ et al	8167413
Q0250	YER153C	COX2	PET122	Synthetic Rescue	Green-Willms NS et al	9528754
Q0275	YER153C	COX3	PET122	Synthetic Rescue	Green-Willms NS et al	9528754
YGR222W	YER153C	PET54	PET122	Synthetic Rescue	Brown NG et al	8289785
YER153C	YOR158W	PET122	PET123	Synthetic Rescue	McMullin TW et al	2167435
YER153C	YOR158W	PET122	PET123	Synthetic Rescue	Haffter P et al	1848523
YER153C	YOR158W	PET122	PET123	Synthetic Rescue	Haffter P et al	1696234
YER153C	YOR017W	PET122	PET127	Synthetic Rescue	Haffter P et al	1279374
YLR203C	YLR067C	MSS51	PET309	Synthetic Rescue	Perez-Martinez X et al	14592991
YDR477W	YMR205C	SNF1	PFK2	Synthetic Rescue	Huang D et al	9278401
YMR043W	YKL127W	MCM1	PGM1	Synthetic Rescue	Chen Y et al	7623855
YGR233C	YOL001W	PHO81	PHO80	Synthetic Rescue	Lau WW et al	9832515
YDR477W	YPL031C	SNF1	PHO85	Synthetic Rescue	Wang Z et al	11602261
YJL153C	YJL117W	INO1	PHO86	Synthetic Rescue	Almaguer C et al	12912892
YBR106W	YJL117W	PHO88	PHO86	Synthetic Rescue	Yompakdee C et al	8709965
YEL063C	YML061C	CAN1	PIF1	Synthetic Rescue	Huang ME et al	12972632
YPR165W	YBL105C	RHO1	PKC1	Synthetic Rescue	Nonaka H et al	8846785
YKL126W	YDR490C	YPK1	PKH1	Synthetic Rescue	Roelants FM et al	12221112
YER133W	YGL008C	GLC7	PMA1	Synthetic Rescue	Williams-Hart T et al	11973298
YJR059W	YGL008C	PTK2	PMA1	Synthetic Rescue	Goossens A et al	11003661
YKL190W	YGL008C	CNB1	PMA1	Synthetic Rescue	Withee JL et al	9611198
YNL307C	YER132C	MCK1	PMD1	Synthetic Rescue	Benni ML et al	9383076
YJL129C	YDR276C	TRK1	PMP3	Synthetic Rescue	Navarre C et al	10835350
YKR050W	YDR276C	TRK2	PMP3	Synthetic Rescue	Navarre C et al	10835350
YEL063C	YNL082W	CAN1	PMS1	Synthetic Rescue	Huang ME et al	12972632
YMR078C	YML069W	CTF18	POB3	Synthetic Rescue	Schlesinger MB et al	10924459
YPR135W	YML069W	CTF4	POB3	Synthetic Rescue	Schlesinger MB et al	10924459
YBR136W	YML069W	MEC1	POB3	Synthetic Rescue	Schlesinger MB et al	10924459
YMR199W	YIL122W	CLN1	POG1	Synthetic Rescue	Leza MA et al	9927449
YAL040C	YIL122W	CLN3	POG1	Synthetic Rescue	Leza MA et al	9927449
YBR029C	YNL102W	CDS1	POL1	Synthetic Rescue	Liu VF et al	9891047
YOR217W	YBR088C	RFC1	POL30	Synthetic Rescue	Beckwith WH et al	9521689
YOR217W	YBR088C	RFC1	POL30	Synthetic Rescue	Ayyagari R et al	7623835
YOR217W	YBR088C	RFC1	POL30	Synthetic Rescue	McAlear MA et al	7516465
YGL087C	YJR043C	MMS2	POL32	Synthetic Rescue	Huang ME et al	11973297
YPL022W	YJR043C	RAD1	POL32	Synthetic Rescue	Huang ME et al	11973297
YCR066W	YJR043C	RAD18	POL32	Synthetic Rescue	Huang ME et al	11973297
YLR032W	YJR043C	RAD5	POL32	Synthetic Rescue	Huang ME et al	11973297
YML032C	YJR043C	RAD52	POL32	Synthetic Rescue	Huang ME et al	11973297
YGL058W	YJR043C	RAD6	POL32	Synthetic Rescue	Huang ME et al	11973297
YML031W	YMR129W	NDC1	POM152	Synthetic Rescue	Chial HJ et al	9864355
YKL190W	YML016C	CNB1	PPZ1	Synthetic Rescue	Erez O et al	11113192
YKR072C	YML016C	SIS2	PPZ1	Synthetic Rescue	de Nadal E et al	9636153
YPL154C	YEL060C	PEP4	PRB1	Synthetic Rescue	Zubenko GS et al	6764902
YPL154C	YMR297W	PEP4	PRC1	Synthetic Rescue	Zubenko GS et al	6764902
YMR276W	YPR103W	DSK2	PRE2	Synthetic Rescue	Funakoshi M et al	11805328
YML091C	YFR050C	RPM2	PRE4	Synthetic Rescue	Lutz MS et al	10757750
YOR329C	YIL095W	SCD5	PRK1	Synthetic Rescue	Huang B et al	13679512
YOR329C	YIL095W	SCD5	PRK1	Synthetic Rescue	Henry KR et al	12956961
YIR006C	YIL095W	PAN1	PRK1	Synthetic Rescue	Zeng G et al	9885245
YKL181W	YNR011C	PRS1	PRP2	Synthetic Rescue	Maddock JR et al	8005438
YDR473C	YNR011C	PRP3	PRP2	Synthetic Rescue	Maddock JR et al	8005438
YPR178W	YNR011C	PRP4	PRP2	Synthetic Rescue	Maddock JR et al	8005438
YMR268C	YJL203W	PRP24	PRP21	Synthetic Rescue	Vaidya VC et al	8602141
YDL030W	YJL203W	PRP9	PRP21	Synthetic Rescue	Chapon C et al	1505518
YNL286W	YBR237W	CUS2	PRP5	Synthetic Rescue	Perriman R et al	14610285
YER172C	YHR165C	BRR2	PRP8	Synthetic Rescue	Kuhn AN et al	12087126
YDR243C	YHR165C	PRP28	PRP8	Synthetic Rescue	Kuhn AN et al	12087126
YDR364C	YHR165C	CDC40	PRP8	Synthetic Rescue	Ben-Yehuda S et al	10628969
YER095W	YLL036C	RAD51	PRP19	Synthetic Rescue	de Morais MA Jr et al	8595666
YML032C	YLL036C	RAD52	PRP19	Synthetic Rescue	de Morais MA Jr et al	8595666
YBL105C	YDL006W	PKC1	PTC1	Synthetic Rescue	Huang KN et al	8601473
YBR136W	YER089C	MEC1	PTC2	Synthetic Rescue	Marsolier MC et al	10747050
YKL139W	YGR156W	CTK1	PTI1	Synthetic Rescue	Skaar DA et al	12504017
YFL029C	YOR208W	CAK1	PTP2	Synthetic Rescue	Cheng A et al	10580002
YFL029C	YER075C	CAK1	PTP3	Synthetic Rescue	Cheng A et al	10580002
YML032C	YOR157C	RAD52	PUP1	Synthetic Rescue	Nguyen MM et al	9290210
YAL024C	YER094C	LTE1	PUP3	Synthetic Rescue	Hofken T et al	14734533
YHL007C	YER094C	STE20	PUP3	Synthetic Rescue	Hofken T et al	14734533
YPR187W	YER094C	RPO26	PUP3	Synthetic Rescue	Nouraini S et al	9278475
YBR126C	YGR183C	TPS1	QCR9	Synthetic Rescue	Blazquez MA et al	8544831
YOL096C	YPL022W	COQ3	RAD1	Synthetic Rescue	Karumbati AS et al	12783866
YKL032C	YMR201C	IXR1	RAD14	Synthetic Rescue	McA'Nulty MM et al	8538651
YER179W	YOR368W	DMC1	RAD17	Synthetic Rescue	Pak J et al	12192042
YMR190C	YOR368W	SGS1	RAD17	Synthetic Rescue	Miyajima A et al	10938117
YER179W	YOR368W	DMC1	RAD17	Synthetic Rescue	Grushcow JM et al	10511543
YEL063C	YCR066W	CAN1	RAD18	Synthetic Rescue	Huang ME et al	12972632
YJR006W	YCR066W	HYS2	RAD18	Synthetic Rescue	Branzei D et al	12436259
YKL032C	YGR258C	IXR1	RAD2	Synthetic Rescue	McA'Nulty MM et al	8538651
YDL220C	YER173W	CDC13	RAD24	Synthetic Rescue	Grandin N et al	11689452
YER179W	YER173W	DMC1	RAD24	Synthetic Rescue	Grushcow JM et al	10511543
YEL063C	YKL113C	CAN1	RAD27	Synthetic Rescue	Huang ME et al	12972632
YLR005W	YER171W	SSL1	RAD3	Synthetic Rescue	Maines S et al	9799251
YER171W	YLR005W	RAD3	SSL1	Synthetic Rescue	Maines S et al	9799251
YKL032C	YER162C	IXR1	RAD4	Synthetic Rescue	McA'Nulty MM et al	8538651
YEL063C	YLR032W	CAN1	RAD5	Synthetic Rescue	Huang ME et al	12972632
YEL063C	YNL250W	CAN1	RAD50	Synthetic Rescue	Huang ME et al	12972632
YLR318W	YNL250W	EST2	RAD50	Synthetic Rescue	Huang P et al	11231130
YMR190C	YNL250W	SGS1	RAD50	Synthetic Rescue	Huang P et al	11231130
YDL220C	YNL250W	CDC13	RAD50	Synthetic Rescue	Grandin N et al	11046137
YMR284W	YNL250W	YKU70	RAD50	Synthetic Rescue	Lee SE et al	9708741
YEL063C	YER095W	CAN1	RAD51	Synthetic Rescue	Huang ME et al	12972632
YLR234W	YER095W	TOP3	RAD51	Synthetic Rescue	Shor E et al	12399378
YJL092W	YER095W	HPR5	RAD51	Synthetic Rescue	Vaze MB et al	12191482
YDR076W	YER095W	RAD55	RAD51	Synthetic Rescue	Fortin GS et al	12065428
YDR004W	YER095W	RAD57	RAD51	Synthetic Rescue	Fortin GS et al	12065428
YMR190C	YER095W	SGS1	RAD51	Synthetic Rescue	McVey M et al	11290710
YJL092W	YER095W	HPR5	RAD51	Synthetic Rescue	McVey M et al	11290710
YMR190C	YER095W	SGS1	RAD51	Synthetic Rescue	Gangloff S et al	10835635
YJL092W	YER095W	HPR5	RAD51	Synthetic Rescue	Gangloff S et al	10835635
YJL092W	YER095W	HPR5	RAD51	Synthetic Rescue	Aboussekhra A et al	1620127
YER095W	YML032C	RAD51	RAD52	Synthetic Rescue	Lee SE et al	14612428
YJL092W	YML032C	HPR5	RAD52	Synthetic Rescue	Lee SE et al	14612428
YEL063C	YML032C	CAN1	RAD52	Synthetic Rescue	Huang ME et al	12972632
YMR190C	YML032C	SGS1	RAD52	Synthetic Rescue	McVey M et al	11290710
YJL092W	YML032C	HPR5	RAD52	Synthetic Rescue	McVey M et al	11290710
YDL220C	YPL153C	CDC13	RAD53	Synthetic Rescue	Grandin N et al	11689452
YDR113C	YPL153C	PDS1	RAD53	Synthetic Rescue	Gardner R et al	10357828
YEL063C	YGL163C	CAN1	RAD54	Synthetic Rescue	Huang ME et al	12972632
YER179W	YGL163C	DMC1	RAD54	Synthetic Rescue	Shinohara M et al	12702674
YBR073W	YGL163C	RDH54	RAD54	Synthetic Rescue	Shinohara M et al	12702674
YLR234W	YGL163C	TOP3	RAD54	Synthetic Rescue	Shor E et al	12399378
YEL063C	YDR076W	CAN1	RAD55	Synthetic Rescue	Huang ME et al	12972632
YLR234W	YDR076W	TOP3	RAD55	Synthetic Rescue	Shor E et al	12399378
YEL063C	YDR004W	CAN1	RAD57	Synthetic Rescue	Huang ME et al	12972632
YLR234W	YDR004W	TOP3	RAD57	Synthetic Rescue	Shor E et al	12399378
YMR190C	YDR004W	SGS1	RAD57	Synthetic Rescue	McVey M et al	11290710
YJL092W	YDR004W	HPR5	RAD57	Synthetic Rescue	McVey M et al	11290710
YIR002C	YGL058W	MPH1	RAD6	Synthetic Rescue	Scheller J et al	10880470
YNL216W	YJR052W	RAP1	RAD7	Synthetic Rescue	Andrulis ED et al	12417731
YJL047C	YDR217C	RTT101	RAD9	Synthetic Rescue	Michel JJ et al	12676951
YML065W	YDR217C	ORC1	RAD9	Synthetic Rescue	Watanabe K et al	12455955
YDL220C	YDR217C	CDC13	RAD9	Synthetic Rescue	Maringele L et al	12154123
YMR284W	YDR217C	YKU70	RAD9	Synthetic Rescue	Maringele L et al	12154123
YDL220C	YDR217C	CDC13	RAD9	Synthetic Rescue	Grandin N et al	11689452
YBR073W	YDR217C	RDH54	RAD9	Synthetic Rescue	Lee SE et al	11470411
YJR006W	YDR217C	HYS2	RAD9	Synthetic Rescue	Sugimoto K et al	7567461
YMR047C	YGL246C	NUP116	RAI1	Synthetic Rescue	Das B et al	12897126
YDL120W	YNL098C	YFH1	RAS2	Synthetic Rescue	Kucej M et al	14550302
YGL240W	YNL098C	DOC1	RAS2	Synthetic Rescue	Irniger S et al	10747049
YGR092W	YNL098C	DBF2	RAS2	Synthetic Rescue	Irniger S et al	10747049
YLR310C	YNL098C	CDC25	RAS2	Synthetic Rescue	Broek D et al	3545497
YLR310C	YNL098C	CDC25	RAS2	Synthetic Rescue	Camonis JH et al	3043203
YLR398C	YOR048C	SKI2	RAT1	Synthetic Rescue	Johnson AW	9315672
YGL173C	YOR048C	KEM1	RAT1	Synthetic Rescue	Johnson AW	9315672
YJL128C	YLR248W	PBS2	RCK2	Synthetic Rescue	Jiang L et al	14735355
YLR113W	YLR248W	HOG1	RCK2	Synthetic Rescue	Bilsland-Marchesan E et al	10805732
YHR157W	YLR329W	REC104	REC102	Synthetic Rescue	Jiao K et al	12897161
YGL175C	YLR263W	SAE2	RED1	Synthetic Rescue	Woltering D et al	10958662
YMR190C	YLR263W	SGS1	RED1	Synthetic Rescue	Miyajima A et al	10938117
YER179W	YLR263W	DMC1	RED1	Synthetic Rescue	Xu L et al	9000054
YNL250W	YLR263W	RAD50	RED1	Synthetic Rescue	Xu L et al	9000054
YER095W	YLR263W	RAD51	RED1	Synthetic Rescue	Xu L et al	9000054
YDR285W	YLR263W	ZIP1	RED1	Synthetic Rescue	Xu L et al	9000054
YDR123C	YDR028C	INO2	REG1	Synthetic Rescue	Ouyang Q et al	10224245
YOL108C	YDR028C	INO4	REG1	Synthetic Rescue	Ouyang Q et al	10224245
YER148W	YDR028C	SPT15	REG1	Synthetic Rescue	Shirra MK et al	10224244
YER133W	YDR028C	GLC7	REG1	Synthetic Rescue	Huang D et al	8722767
YOR101W	YDR028C	RAS1	REG1	Synthetic Rescue	Cannon JF et al	2823100
YNL098C	YDR028C	RAS2	REG1	Synthetic Rescue	Cannon JF et al	2823100
YGL087C	YPL167C	MMS2	REV3	Synthetic Rescue	Huang ME et al	11973297
YPL022W	YPL167C	RAD1	REV3	Synthetic Rescue	Huang ME et al	11973297
YCR066W	YPL167C	RAD18	REV3	Synthetic Rescue	Huang ME et al	11973297
YLR032W	YPL167C	RAD5	REV3	Synthetic Rescue	Huang ME et al	11973297
YML032C	YPL167C	RAD52	REV3	Synthetic Rescue	Huang ME et al	11973297
YGL058W	YPL167C	RAD6	REV3	Synthetic Rescue	Huang ME et al	11973297
YIR002C	YPL167C	MPH1	REV3	Synthetic Rescue	Scheller J et al	10880470
YBR073W	YAR007C	RDH54	RFA1	Synthetic Rescue	Lee SE et al	11470411
YML032C	YAR007C	RAD52	RFA1	Synthetic Rescue	Smith J et al	9927442
YPL022W	YAR007C	RAD1	RFA1	Synthetic Rescue	Smith J et al	7862154
YBR088C	YOR217W	POL30	RFC1	Synthetic Rescue	Amin NS et al	10581271
YBR088C	YJR068W	POL30	RFC2	Synthetic Rescue	Amin NS et al	10581271
YBR088C	YNL290W	POL30	RFC3	Synthetic Rescue	Amin NS et al	10581271
YOR217W	YBR087W	RFC1	RFC5	Synthetic Rescue	Beckwith W et al	11129041
YOR212W	YOR127W	STE4	RGA1	Synthetic Rescue	Stevenson BJ et al	7498791
YLR337C	YBR260C	VRP1	RGD1	Synthetic Rescue	Roumanie O et al	10931290
YPL016W	YLR071C	SWI1	RGR1	Synthetic Rescue	Stillman DJ et al	8005433
YJR090C	YKL038W	GRR1	RGT1	Synthetic Rescue	Avram D et al	8889516
YDL194W	YKL038W	SNF3	RGT1	Synthetic Rescue	Vallier LG et al	8013905
YJR090C	YKL038W	GRR1	RGT1	Synthetic Rescue	Erickson JR et al	8013904
YJR090C	YKL038W	GRR1	RGT1	Synthetic Rescue	Ozcan S et al	7862149
YDL194W	YKL038W	SNF3	RGT1	Synthetic Rescue	Marshall-Carlson L et al	1874412
YDL194W	YDL138W	SNF3	RGT2	Synthetic Rescue	Ozcan S et al	8901598
YDL194W	YDL138W	SNF3	RGT2	Synthetic Rescue	Marshall-Carlson L et al	1874412
YBL088C	YBR275C	TEL1	RIF1	Synthetic Rescue	Chan SW et al	11525738
YNL330C	YBR275C	RPD3	RIF1	Synthetic Rescue	Smith JS et al	10082585
YBL088C	YLR453C	TEL1	RIF2	Synthetic Rescue	Chan SW et al	11525738
YHR205W	YFL033C	SCH9	RIM15	Synthetic Rescue	Fabrizio P et al	11292860
YJL005W	YFL033C	CYR1	RIM15	Synthetic Rescue	Reinders A et al	9744870
YJL164C	YFL033C	TPK1	RIM15	Synthetic Rescue	Reinders A et al	9744870
YPL203W	YFL033C	TPK2	RIM15	Synthetic Rescue	Reinders A et al	9744870
YKL166C	YFL033C	TPK3	RIM15	Synthetic Rescue	Reinders A et al	9744870
YOR231W	YPL089C	MKK1	RLM1	Synthetic Rescue	Watanabe Y et al	7565726
YHR014W	YGR044C	SPO13	RME1	Synthetic Rescue	Margolskee JP	3285137
YDR432W	YGL044C	NPL3	RNA15	Synthetic Rescue	Henry M et al	8770588
YBR136W	YER070W	MEC1	RNR1	Synthetic Rescue	Desany BA et al	9744871
YPL153C	YER070W	RAD53	RNR1	Synthetic Rescue	Desany BA et al	9744871
YNL216W	YER070W	RAP1	RNR1	Synthetic Rescue	Laman H et al	7791768
YMR275C	YGL144C	BUL1	ROG1	Synthetic Rescue	Andoh T et al	10958669
YML111W	YGL144C	BUL2	ROG1	Synthetic Rescue	Andoh T et al	10958669
YNL307C	YGL144C	MCK1	ROG1	Synthetic Rescue	Andoh T et al	10958669
YMR139W	YGL144C	RIM11	ROG1	Synthetic Rescue	Andoh T et al	10958669
YER125W	YGL144C	RSP5	ROG1	Synthetic Rescue	Andoh T et al	10958669
YMR229C	YGL171W	RRP5	ROK1	Synthetic Rescue	Torchet C et al	9848659
YKL203C	YMR200W	TOR2	ROT1	Synthetic Rescue	Bickle M et al	9545237
YKL203C	YBR229C	TOR2	ROT2	Synthetic Rescue	Bickle M et al	9545237
YER111C	YBL093C	SWI4	ROX3	Synthetic Rescue	Tabtiang RK et al	9671481
YLR274W	YDL140C	CDC46	RPO21	Synthetic Rescue	Gauthier L et al	12454060
YNL222W	YOR151C	SSU72	RPB2	Synthetic Rescue	Pappas DL Jr et al	11046131
YML010W	YOR151C	SPT5	RPB2	Synthetic Rescue	Hartzog GA et al	9450930
YDR138W	YOR151C	HPR1	RPB2	Synthetic Rescue	Fan HY et al	8849885
YDR138W	YOR151C	HPR1	RPB2	Synthetic Rescue	Fan HY et al	7982575
YJL129C	YOL004W	TRK1	SIN3	Synthetic Rescue	Vidal M et al	2199313
YJL129C	YOL004W	TRK1	SIN3	Synthetic Rescue	Vidal M et al	1944291
YJL129C	YKR050W	TRK1	TRK2	Synthetic Rescue	Vidal M et al	2199313
YBR136W	YNL330C	MEC1	RPD3	Synthetic Rescue	Scott KL et al	12808094
YDR217C	YNL330C	RAD9	RPD3	Synthetic Rescue	Scott KL et al	12808094
YBR010W	YNL330C	HHT1	RPD3	Synthetic Rescue	Sabet N et al	12649325
YML069W	YNL330C	POB3	RPD3	Synthetic Rescue	Formosa T et al	11432837
YBR195C	YNL330C	MSI1	RPD3	Synthetic Rescue	Sun ZW et al	10388812
YGR252W	YNL330C	GCN5	RPD3	Synthetic Rescue	Sun ZW et al	10388812
YGL058W	YNL330C	RAD6	RPD3	Synthetic Rescue	Sun ZW et al	10388812
YGR252W	YNL330C	GCN5	RPD3	Synthetic Rescue	Perez-Martin J et al	9448002
YPL016W	YNL330C	SWI1	RPD3	Synthetic Rescue	Stillman DJ et al	8005433
YJL129C	YNL330C	TRK1	RPD3	Synthetic Rescue	Vidal M et al	2199313
YJL129C	YNL330C	TRK1	RPD3	Synthetic Rescue	Vidal M et al	1944291
YNL007C	YJL189W	SIS1	RPL39	Synthetic Rescue	Horton LE et al	11279042
YMR309C	YJL189W	NIP1	RPL39	Synthetic Rescue	Greenberg JR et al	9722586
YMR276W	YHR027C	DSK2	RPN1	Synthetic Rescue	Funakoshi M et al	11805328
YPL153C	YOR261C	RAD53	RPN8	Synthetic Rescue	Desany BA et al	9744871
YPL153C	YOR259C	RAD53	RPT4	Synthetic Rescue	Desany BA et al	9744871
YBL014C	YLR141W	RRN6	RRN5	Synthetic Rescue	Oakes M et al	10567580
YMR061W	YGR195W	RNA14	SKI6	Synthetic Rescue	Torchet C et al	12086625
YGL044C	YGR195W	RNA15	SKI6	Synthetic Rescue	Torchet C et al	12086625
YMR047C	YOR001W	NUP116	RRP6	Synthetic Rescue	Das B et al	12897126
YDL084W	YOR001W	SUB2	RRP6	Synthetic Rescue	Libri D et al	12417728
YKR002W	YOR001W	PAP1	RRP6	Synthetic Rescue	Hilleren P et al	11586364
YIL115C	YOR001W	NUP159	RRP6	Synthetic Rescue	Hilleren P et al	11586364
YDR192C	YOR001W	NUP42	RRP6	Synthetic Rescue	Hilleren P et al	11586364
YKR002W	YOR001W	PAP1	RRP6	Synthetic Rescue	Burkard KT et al	10611239
YFR029W	YER125W	PTR3	RSP5	Synthetic Rescue	Forsberg H et al	11454748
YDR160W	YER125W	SSY1	RSP5	Synthetic Rescue	Forsberg H et al	11454748
YML104C	YER125W	MDM1	RSP5	Synthetic Rescue	Fisk HA et al	10366593
YBL016W	YDR480W	FUS3	DIG2	Synthetic Rescue	Breitkreutz A et al	14668360
YOL145C	YGL244W	CTR9	RTF1	Synthetic Rescue	Mueller CL et al	11884586
YBR279W	YGL244W	PAF1	RTF1	Synthetic Rescue	Mueller CL et al	11884586
YER148W	YGL244W	SPT15	RTF1	Synthetic Rescue	Stolinski LA et al	9234706
YGL252C	YOL067C	RTG2	RTG1	Synthetic Rescue	Sekito T et al	10848632
YER177W	YBL103C	BMH1	RTG3	Synthetic Rescue	van Heusden GP et al	11748725
YDR099W	YBL103C	BMH2	RTG3	Synthetic Rescue	van Heusden GP et al	11748725
YHR107C	YOR014W	CDC12	RTS1	Synthetic Rescue	Dobbelaere J et al	12636916
YFL037W	YOR014W	TUB2	RTS1	Synthetic Rescue	Reijo RA et al	8307335
YMR079W	YKL212W	SEC14	SAC1	Synthetic Rescue	Li X et al	11916983
YLR305C	YKL212W	STT4	SAC1	Synthetic Rescue	Foti M et al	11514624
YMR079W	YKL212W	SEC14	SAC1	Synthetic Rescue	Hama H et al	10567405
YMR079W	YKL212W	SEC14	SAC1	Synthetic Rescue	Kearns BG et al	9139830
YMR079W	YKL212W	SEC14	SAC1	Synthetic Rescue	Cleves AE et al	2687291
YIL068C	YKL212W	SEC6	SAC1	Synthetic Rescue	Cleves AE et al	2687291
YGR009C	YKL212W	SEC9	SAC1	Synthetic Rescue	Cleves AE et al	2687291
YFL039C	YKL212W	ACT1	SAC1	Synthetic Rescue	Novick P et al	2656401
YFL039C	YDR484W	ACT1	VPS52	Synthetic Rescue	Kolling R et al	7754710
YFL039C	YDR484W	ACT1	VPS52	Synthetic Rescue	Novick P et al	2656401
YFL039C	YDR159W	ACT1	SAC3	Synthetic Rescue	Bauer A et al	8873450
YFL039C	YDR159W	ACT1	SAC3	Synthetic Rescue	Novick P et al	2656401
YFL039C	YDR129C	ACT1	SAC6	Synthetic Rescue	Brower SM et al	7635312
YKL203C	YDR389W	TOR2	SAC7	Synthetic Rescue	deHart AK et al	14593073
YKL126W	YDR389W	YPK1	SAC7	Synthetic Rescue	deHart AK et al	14593073
YDL240W	YDR389W	LRG1	SAC7	Synthetic Rescue	Lorberg A et al	11713681
YLR371W	YDR389W	ROM2	SAC7	Synthetic Rescue	Lorberg A et al	11713681
YKL203C	YDR389W	TOR2	SAC7	Synthetic Rescue	Schmidt A et al	9038344
YFL039C	YDR389W	ACT1	SAC7	Synthetic Rescue	Dunn TM et al	2183030
YGL207W	YDR143C	SPT16	SAN1	Synthetic Rescue	Xu Q et al	8246972
YLR442C	YDR143C	SIR3	SAN1	Synthetic Rescue	Schnell R et al	2471670
YDR227W	YDR143C	SIR4	SAN1	Synthetic Rescue	Schnell R et al	2471670
YBR195C	YMR263W	MSI1	SAP30	Synthetic Rescue	Sun ZW et al	10388812
YBR060C	YMR127C	ORC2	SAS2	Synthetic Rescue	Weinberger M et al	10585487
YBR060C	YMR127C	ORC2	SAS2	Synthetic Rescue	Ehrenhofer-Murray AE et al	9093847
YNL261W	YMR127C	ORC5	SAS2	Synthetic Rescue	Ehrenhofer-Murray AE et al	9093847
YER165W	YHL034C	PAB1	SBP1	Synthetic Rescue	Pintard L et al	10648622
YDL140C	YDR443C	RPO21	SSN2	Synthetic Rescue	Yuryev A et al	8725217
YDL188C	YHR205W	PPH22	SCH9	Synthetic Rescue	Sugajska E et al	11401708
YDR457W	YHR205W	TOM1	SCH9	Synthetic Rescue	Sasaki T et al	10660055
YGL073W	YHR205W	HSF1	SCH9	Synthetic Rescue	Morano KA et al	10545107
YBR126C	YGL115W	TPS1	SNF4	Synthetic Rescue	Blazquez MA et al	8544831
YGL048C	YGL011C	RPT6	SCL1	Synthetic Rescue	Gerlinger UM et al	9398670
YGL048C	YGL011C	RPT6	SCL1	Synthetic Rescue	Balzi E et al	2684789
YBR036C	YER120W	CSG2	SCS2	Synthetic Rescue	Zhao C et al	8063782
YBR036C	YGL126W	CSG2	SCS3	Synthetic Rescue	Zhao C et al	8063782
YBR036C	YMR272C	CSG2	SCS7	Synthetic Rescue	Zhao C et al	8063782
YDL102W	YIL113W	CDC2	SDP1	Synthetic Rescue	Giot L et al	7862092
YNL216W	YOL004W	RAP1	SIN3	Synthetic Rescue	Vannier D et al	8978024
YPL209C	YKL193C	IPL1	SDS22	Synthetic Rescue	Peggie MW et al	11801737
YNL216W	YIL084C	RAP1	SDS3	Synthetic Rescue	Vannier D et al	8978024
YNL216W	YOL051W	RAP1	GAL11	Synthetic Rescue	Sussel L et al	8582633
YBR275C	YOL051W	RIF1	GAL11	Synthetic Rescue	Sussel L et al	8582633
YNL216W	YNL330C	RAP1	RPD3	Synthetic Rescue	Vannier D et al	8978024
YOR075W	YDR498C	UFE1	SEC20	Synthetic Rescue	Lewis MJ et al	9214619
YLR207W	YLR378C	HRD3	SEC61	Synthetic Rescue	Plemper RK et al	10547371
YDL226C	YDR077W	GCS1	SED1	Synthetic Rescue	Drebot MA et al	3317397
YLR166C	YDR363W-A	SEC10	SEM1	Synthetic Rescue	Jantti J et al	9927667
YGL233W	YDR363W-A	SEC15	SEM1	Synthetic Rescue	Jantti J et al	9927667
YER008C	YDR363W-A	SEC3	SEM1	Synthetic Rescue	Jantti J et al	9927667
YPR055W	YDR363W-A	SEC8	SEM1	Synthetic Rescue	Jantti J et al	9927667
YDR040C	YLR430W	ENA1	SEN1	Synthetic Rescue	Goossens A et al	11003661
YDR040C	YLR105C	ENA1	SEN2	Synthetic Rescue	Goossens A et al	11003661
YLR288C	YHR119W	MEC3	SET1	Synthetic Rescue	Corda Y et al	9988274
YOR368W	YHR119W	RAD17	SET1	Synthetic Rescue	Corda Y et al	9988274
YER173W	YHR119W	RAD24	SET1	Synthetic Rescue	Corda Y et al	9988274
YDR217C	YHR119W	RAD9	SET1	Synthetic Rescue	Corda Y et al	9988274
YHR005C	YDL090C	GPA1	RAM1	Synthetic Rescue	Miyajima I et al	3137119
YLR234W	YMR190C	TOP3	SGS1	Synthetic Rescue	Oakley TJ et al	12509234
YLR234W	YMR190C	TOP3	SGS1	Synthetic Rescue	Shor E et al	12399378
